hetio_id	name	het_type	in_sem	final_id	fin_type
1491	CTH	Gene	True	UMLS:C1413792	Genes & Molecular Sequences
149111	CNIH3	Gene	True	UMLS:C1539113	Genes & Molecular Sequences
149175	MANEAL	Gene	False	149175	Genes & Molecular Sequences
149233	IL23R	Gene	True	UMLS:C1537403	Genes & Molecular Sequences
149281	METTL11B	Gene	False	149281	Genes & Molecular Sequences
149297	FAM78B	Gene	True	UMLS:C1825151	Genes & Molecular Sequences
1493	CTLA4	Gene	True	UMLS:C1332802	Genes & Molecular Sequences
149345	SHISA4	Gene	False	149345	Genes & Molecular Sequences
149371	EXOC8	Gene	True	UMLS:C1428397	Genes & Molecular Sequences
149373	LOC149373	Gene	False	149373	Genes & Molecular Sequences
149401	LOC149401	Gene	False	149401	Genes & Molecular Sequences
149420	PDIK1L	Gene	False	149420	Genes & Molecular Sequences
149428	BNIPL	Gene	True	UMLS:C1424669	Genes & Molecular Sequences
149461	CLDN19	Gene	True	UMLS:C1413468	Genes & Molecular Sequences
149465	CFAP57	Gene	True	UMLS:C1823829	Genes & Molecular Sequences
149466	C1orf210	Gene	False	149466	Genes & Molecular Sequences
149473	CCDC24	Gene	False	149473	Genes & Molecular Sequences
149478	BTBD19	Gene	False	149478	Genes & Molecular Sequences
149483	CCDC17	Gene	True	UMLS:C1824543	Genes & Molecular Sequences
149499	LRRC71	Gene	False	149499	Genes & Molecular Sequences
1495	CTNNA1	Gene	True	UMLS:C1413795	Genes & Molecular Sequences
149563	C1orf64	Gene	True	UMLS:C1823210	Genes & Molecular Sequences
1496	CTNNA2	Gene	True	UMLS:C1413796	Genes & Molecular Sequences
149603	RNF187	Gene	True	UMLS:C1826840	Genes & Molecular Sequences
149628	PYHIN1	Gene	True	UMLS:C1538760	Genes & Molecular Sequences
149643	SPATA45	Gene	False	149643	Genes & Molecular Sequences
149647	FAM71A	Gene	False	149647	Genes & Molecular Sequences
149685	ADIG	Gene	True	UMLS:C1969642	Genes & Molecular Sequences
149699	GTSF1L	Gene	True	UMLS:C1825243	Genes & Molecular Sequences
1497	CTNS	Gene	True	UMLS:C1413803	Genes & Molecular Sequences
149708	WFDC5	Gene	True	UMLS:C1426961	Genes & Molecular Sequences
149840	C20orf196	Gene	False	149840	Genes & Molecular Sequences
1499	CTNNB1	Gene	True	UMLS:C1332803	Genes & Molecular Sequences
149951	COMMD7	Gene	True	UMLS:C1424099	Genes & Molecular Sequences
149954	BPIFB4	Gene	True	UMLS:C3469650	Genes & Molecular Sequences
149986	LSM14B	Gene	True	UMLS:C1825914	Genes & Molecular Sequences
149998	LIPI	Gene	True	UMLS:C1425800	Genes & Molecular Sequences
15	AANAT	Gene	True	UMLS:C1412053	Genes & Molecular Sequences
150	ADRA2A	Gene	True	UMLS:C1332028	Genes & Molecular Sequences
1500	CTNND1	Gene	True	UMLS:C1413800	Genes & Molecular Sequences
150082	LCA5L	Gene	True	UMLS:C2239646	Genes & Molecular Sequences
150084	IGSF5	Gene	True	UMLS:C1416374	Genes & Molecular Sequences
150094	SIK1	Gene	True	UMLS:C1420279	Genes & Molecular Sequences
1501	CTNND2	Gene	True	UMLS:C1413801	Genes & Molecular Sequences
150159	SLC9B1	Gene	True	UMLS:C1969082	Genes & Molecular Sequences
150160	CCT8L2	Gene	False	150160	Genes & Molecular Sequences
150165	XKR3	Gene	True	UMLS:C1823870	Genes & Molecular Sequences
150209	AIFM3	Gene	True	UMLS:C1826620	Genes & Molecular Sequences
150221	RIMBP3C	Gene	False	150221	Genes & Molecular Sequences
150223	YDJC	Gene	False	150223	Genes & Molecular Sequences
150248	C22orf15	Gene	False	150248	Genes & Molecular Sequences
150274	HSCB	Gene	True	UMLS:C1825526	Genes & Molecular Sequences
150275	CCDC117	Gene	True	UMLS:C1824646	Genes & Molecular Sequences
150280	HORMAD2	Gene	True	UMLS:C1539675	Genes & Molecular Sequences
150290	DUSP18	Gene	True	UMLS:C1425546	Genes & Molecular Sequences
150297	C22orf42	Gene	False	150297	Genes & Molecular Sequences
1503	CTPS1	Gene	True	UMLS:C1413804	Genes & Molecular Sequences
150350	ENTHD1	Gene	False	150350	Genes & Molecular Sequences
150353	DNAJB7	Gene	True	UMLS:C1428435	Genes & Molecular Sequences
150356	CHADL	Gene	True	UMLS:C2239298	Genes & Molecular Sequences
150365	MEI1	Gene	True	UMLS:C1837417	Genes & Molecular Sequences
150368	FAM109B	Gene	True	UMLS:C1825240	Genes & Molecular Sequences
150372	NFAM1	Gene	True	UMLS:C1538055	Genes & Molecular Sequences
150378	FLJ30901	Gene	False	150378	Genes & Molecular Sequences
150379	PNPLA5	Gene	True	UMLS:C1538688	Genes & Molecular Sequences
150383	CDPF1	Gene	False	150383	Genes & Molecular Sequences
1504	CTRB1	Gene	True	UMLS:C1413806	Genes & Molecular Sequences
150465	TTL	Gene	True	UMLS:C1427631	Genes & Molecular Sequences
150468	CKAP2L	Gene	True	UMLS:C1824739	Genes & Molecular Sequences
150472	CBWD2	Gene	False	150472	Genes & Molecular Sequences
150483	TEKT4	Gene	True	UMLS:C1823262	Genes & Molecular Sequences
150572	SMYD1	Gene	True	UMLS:C1427224	Genes & Molecular Sequences
150590	C2orf15	Gene	False	150590	Genes & Molecular Sequences
1506	CTRL	Gene	True	UMLS:C1413809	Genes & Molecular Sequences
150677	OTOS	Gene	True	UMLS:C1427772	Genes & Molecular Sequences
150678	MYEOV2	Gene	False	150678	Genes & Molecular Sequences
150681	OR6B3	Gene	False	150681	Genes & Molecular Sequences
150684	COMMD1	Gene	True	UMLS:C1427858	Genes & Molecular Sequences
150696	PROM2	Gene	True	UMLS:C1427076	Genes & Molecular Sequences
150709	ANKAR	Gene	False	150709	Genes & Molecular Sequences
150726	FBXO41	Gene	True	UMLS:C1539495	Genes & Molecular Sequences
150737	TTC30B	Gene	True	UMLS:C1823535	Genes & Molecular Sequences
150763	GPAT2	Gene	True	UMLS:C2829539	Genes & Molecular Sequences
150771	ITPRIPL1	Gene	False	150771	Genes & Molecular Sequences
150786	WTH3DI	Gene	False	150786	Genes & Molecular Sequences
1508	CTSB	Gene	True	UMLS:C1332804	Genes & Molecular Sequences
150864	FAM117B	Gene	False	150864	Genes & Molecular Sequences
1509	CTSD	Gene	True	UMLS:C1332805	Genes & Molecular Sequences
150921	TCF23	Gene	True	UMLS:C1425640	Genes & Molecular Sequences
150946	GAREML	Gene	False	150946	Genes & Molecular Sequences
150962	PUS10	Gene	True	UMLS:C2239865	Genes & Molecular Sequences
151	ADRA2B	Gene	True	UMLS:C1332029	Genes & Molecular Sequences
1510	CTSE	Gene	True	UMLS:C1413812	Genes & Molecular Sequences
151011	SEPT10	Gene	True	UMLS:C1422584	Genes & Molecular Sequences
151050	KANSL1L	Gene	True	UMLS:C2240261	Genes & Molecular Sequences
151056	PLB1	Gene	True	UMLS:C1428925	Genes & Molecular Sequences
1511	CTSG	Gene	True	UMLS:C1413814	Genes & Molecular Sequences
151112	ZSWIM2	Gene	True	UMLS:C1429037	Genes & Molecular Sequences
151126	ZNF385B	Gene	True	UMLS:C1428573	Genes & Molecular Sequences
151176	FAM132B	Gene	True	UMLS:C2239422	Genes & Molecular Sequences
151188	ARL6IP6	Gene	True	UMLS:C1538932	Genes & Molecular Sequences
151194	METTL21A	Gene	True	UMLS:C1825253	Genes & Molecular Sequences
151195	CCNYL1	Gene	False	151195	Genes & Molecular Sequences
1512	CTSH	Gene	True	UMLS:C1332806	Genes & Molecular Sequences
151230	KLHL23	Gene	True	UMLS:C1825725	Genes & Molecular Sequences
151242	PPP1R1C	Gene	True	UMLS:C1423071	Genes & Molecular Sequences
151246	SGOL2	Gene	True	UMLS:C1429002	Genes & Molecular Sequences
151254	ALS2CR11	Gene	False	151254	Genes & Molecular Sequences
151258	SLC38A11	Gene	True	UMLS:C2239934	Genes & Molecular Sequences
151278	CCDC140	Gene	False	151278	Genes & Molecular Sequences
151295	SLC23A3	Gene	True	UMLS:C1427025	Genes & Molecular Sequences
1513	CTSK	Gene	True	UMLS:C1413815	Genes & Molecular Sequences
151306	GPBAR1	Gene	True	UMLS:C1426330	Genes & Molecular Sequences
151313	FAHD2B	Gene	False	151313	Genes & Molecular Sequences
151354	FAM84A	Gene	True	UMLS:C1825169	Genes & Molecular Sequences
151393	RMDN2	Gene	False	151393	Genes & Molecular Sequences
1514	CTSL	Gene	True	UMLS:C1332807	Genes & Molecular Sequences
151449	GDF7	Gene	True	UMLS:C1415037	Genes & Molecular Sequences
151473	SLC16A14	Gene	True	UMLS:C1428584	Genes & Molecular Sequences
1515	CTSV	Gene	True	UMLS:C1413816	Genes & Molecular Sequences
151516	ASPRV1	Gene	True	UMLS:C2239905	Genes & Molecular Sequences
151525	WDSUB1	Gene	False	151525	Genes & Molecular Sequences
151531	UPP2	Gene	True	UMLS:C1427883	Genes & Molecular Sequences
151556	GPR155	Gene	True	UMLS:C1427806	Genes & Molecular Sequences
151613	TTC14	Gene	False	151613	Genes & Molecular Sequences
151636	DTX3L	Gene	True	UMLS:C1539313	Genes & Molecular Sequences
151647	FAM19A4	Gene	True	UMLS:C1539393	Genes & Molecular Sequences
151648	SGOL1	Gene	True	UMLS:C1428445	Genes & Molecular Sequences
151649	PP2D1	Gene	False	151649	Genes & Molecular Sequences
151651	EFHB	Gene	False	151651	Genes & Molecular Sequences
151742	PPM1L	Gene	True	UMLS:C1424233	Genes & Molecular Sequences
151790	WDR49	Gene	False	151790	Genes & Molecular Sequences
151827	LRRC34	Gene	True	UMLS:C1537609	Genes & Molecular Sequences
151835	CPNE9	Gene	False	151835	Genes & Molecular Sequences
151871	DPPA2	Gene	True	UMLS:C1426083	Genes & Molecular Sequences
151887	CCDC80	Gene	True	UMLS:C1824605	Genes & Molecular Sequences
151888	BTLA	Gene	True	UMLS:C1427306	Genes & Molecular Sequences
1519	CTSO	Gene	True	UMLS:C1413820	Genes & Molecular Sequences
151903	CCDC12	Gene	True	UMLS:C1539070	Genes & Molecular Sequences
151963	MB21D2	Gene	False	151963	Genes & Molecular Sequences
151987	PPP4R2	Gene	True	UMLS:C1425429	Genes & Molecular Sequences
152	ADRA2C	Gene	True	UMLS:C1412261	Genes & Molecular Sequences
1520	CTSS	Gene	True	UMLS:C1413821	Genes & Molecular Sequences
152002	XXYLT1	Gene	True	UMLS:C1540232	Genes & Molecular Sequences
152006	RNF38	Gene	True	UMLS:C1425266	Genes & Molecular Sequences
152007	GLIPR2	Gene	True	UMLS:C1425234	Genes & Molecular Sequences
152015	ROPN1B	Gene	False	152015	Genes & Molecular Sequences
152065	C3orf22	Gene	False	152065	Genes & Molecular Sequences
152078	PQLC2L	Gene	False	152078	Genes & Molecular Sequences
152098	ZCWPW2	Gene	True	UMLS:C1538166	Genes & Molecular Sequences
1521	CTSW	Gene	True	UMLS:C1413822	Genes & Molecular Sequences
152100	CMC1	Gene	True	UMLS:C2240263	Genes & Molecular Sequences
152110	NEK10	Gene	True	UMLS:C1425630	Genes & Molecular Sequences
152118	C3orf79	Gene	False	152118	Genes & Molecular Sequences
152137	CCDC50	Gene	True	UMLS:C1824574	Genes & Molecular Sequences
152138	PYDC2	Gene	True	UMLS:C2678589	Genes & Molecular Sequences
152185	SPICE1	Gene	True	UMLS:C3146551	Genes & Molecular Sequences
152189	CMTM8	Gene	True	UMLS:C1426068	Genes & Molecular Sequences
1522	CTSZ	Gene	True	UMLS:C1332808	Genes & Molecular Sequences
152206	CCDC13	Gene	True	UMLS:C1539071	Genes & Molecular Sequences
152273	FGD5	Gene	True	UMLS:C1426023	Genes & Molecular Sequences
152286	LOC152286	Gene	False	152286	Genes & Molecular Sequences
1523	CUX1	Gene	True	UMLS:C1413827	Genes & Molecular Sequences
152330	CNTN4	Gene	True	UMLS:C1413562	Genes & Molecular Sequences
1524	CX3CR1	Gene	True	UMLS:C1439296	Genes & Molecular Sequences
152404	IGSF11	Gene	True	UMLS:C1424478	Genes & Molecular Sequences
152405	C3orf30	Gene	True	UMLS:C1824126	Genes & Molecular Sequences
152485	ZNF827	Gene	True	UMLS:C2681144	Genes & Molecular Sequences
1525	CXADR	Gene	True	UMLS:C1413828	Genes & Molecular Sequences
152503	SH3D19	Gene	True	UMLS:C1837550	Genes & Molecular Sequences
152518	NFXL1	Gene	True	UMLS:C1425742	Genes & Molecular Sequences
152519	NIPAL1	Gene	True	UMLS:C1826456	Genes & Molecular Sequences
152559	PAQR3	Gene	True	UMLS:C1538572	Genes & Molecular Sequences
152573	SHISA3	Gene	True	UMLS:C2680378	Genes & Molecular Sequences
152579	SCFD2	Gene	False	152579	Genes & Molecular Sequences
152586	MGAT4D	Gene	False	152586	Genes & Molecular Sequences
152687	ZNF595	Gene	False	152687	Genes & Molecular Sequences
1527	TEX28	Gene	True	UMLS:C1413831	Genes & Molecular Sequences
152756	FAM218A	Gene	False	152756	Genes & Molecular Sequences
152789	JAKMIP1	Gene	True	UMLS:C1825633	Genes & Molecular Sequences
1528	CYB5A	Gene	True	UMLS:C1824837	Genes & Molecular Sequences
152815	THAP6	Gene	False	152815	Genes & Molecular Sequences
152816	C4orf26	Gene	True	UMLS:C1824169	Genes & Molecular Sequences
152831	KLB	Gene	True	UMLS:C1825715	Genes & Molecular Sequences
152877	FAM53A	Gene	True	UMLS:C1825114	Genes & Molecular Sequences
152926	PPM1K	Gene	True	UMLS:C1538710	Genes & Molecular Sequences
152940	C4orf45	Gene	False	152940	Genes & Molecular Sequences
152956	FLJ12425	Gene	False	152956	Genes & Molecular Sequences
152992	TRMT44	Gene	True	UMLS:C1824168	Genes & Molecular Sequences
153	ADRB1	Gene	True	UMLS:C1439273	Genes & Molecular Sequences
153020	RASGEF1B	Gene	True	UMLS:C1428423	Genes & Molecular Sequences
153090	DAB2IP	Gene	True	UMLS:C1424881	Genes & Molecular Sequences
153129	SLC38A9	Gene	True	UMLS:C2239932	Genes & Molecular Sequences
153201	SLC36A2	Gene	True	UMLS:C1425767	Genes & Molecular Sequences
153218	SPINK13	Gene	True	UMLS:C2828722	Genes & Molecular Sequences
153222	CREBRF	Gene	True	UMLS:C3469921	Genes & Molecular Sequences
153241	CEP120	Gene	True	UMLS:C1824627	Genes & Molecular Sequences
153328	SLC25A48	Gene	False	153328	Genes & Molecular Sequences
153339	TMEM167A	Gene	False	153339	Genes & Molecular Sequences
153364	MBLAC2	Gene	False	153364	Genes & Molecular Sequences
153396	TMEM161B	Gene	False	153396	Genes & Molecular Sequences
1534	CYB561	Gene	True	UMLS:C1413837	Genes & Molecular Sequences
153443	SRFBP1	Gene	True	UMLS:C1539847	Genes & Molecular Sequences
153478	PLEKHG4B	Gene	False	153478	Genes & Molecular Sequences
1535	CYBA	Gene	True	UMLS:C1413843	Genes & Molecular Sequences
153527	ZMAT2	Gene	False	153527	Genes & Molecular Sequences
153562	MARVELD2	Gene	True	UMLS:C1537667	Genes & Molecular Sequences
153571	C5orf38	Gene	True	UMLS:C1864832	Genes & Molecular Sequences
153572	IRX2	Gene	True	UMLS:C1422591	Genes & Molecular Sequences
153579	BTNL9	Gene	True	UMLS:C1428356	Genes & Molecular Sequences
1536	CYBB	Gene	True	UMLS:C1413844	Genes & Molecular Sequences
153642	ARSK	Gene	False	153642	Genes & Molecular Sequences
153643	FAM81B	Gene	False	153643	Genes & Molecular Sequences
153657	TTC23L	Gene	False	153657	Genes & Molecular Sequences
153682	LOC153682	Gene	False	153682	Genes & Molecular Sequences
1537	CYC1	Gene	True	UMLS:C1413845	Genes & Molecular Sequences
153733	CCDC112	Gene	True	UMLS:C1824641	Genes & Molecular Sequences
153745	FAM71B	Gene	True	UMLS:C1825135	Genes & Molecular Sequences
153768	PRELID2	Gene	True	UMLS:C2239843	Genes & Molecular Sequences
153769	SH3RF2	Gene	True	UMLS:C1428570	Genes & Molecular Sequences
153770	PLAC8L1	Gene	False	153770	Genes & Molecular Sequences
1538	CYLC1	Gene	True	UMLS:C1413848	Genes & Molecular Sequences
153830	RNF145	Gene	True	UMLS:C1427160	Genes & Molecular Sequences
1539	CYLC2	Gene	False	1539	Genes & Molecular Sequences
153918	ZC2HC1B	Gene	False	153918	Genes & Molecular Sequences
154	ADRB2	Gene	True	UMLS:C1367657	Genes & Molecular Sequences
1540	CYLD	Gene	True	UMLS:C1413850	Genes & Molecular Sequences
154007	SNRNP48	Gene	False	154007	Genes & Molecular Sequences
154043	CNKSR3	Gene	True	UMLS:C1539115	Genes & Molecular Sequences
154064	RAET1L	Gene	True	UMLS:C1424557	Genes & Molecular Sequences
154075	SAMD3	Gene	True	UMLS:C1427621	Genes & Molecular Sequences
154091	SLC2A12	Gene	True	UMLS:C1425278	Genes & Molecular Sequences
154141	MBOAT1	Gene	True	UMLS:C1427626	Genes & Molecular Sequences
154150	HDGFL1	Gene	True	UMLS:C1539650	Genes & Molecular Sequences
154197	PNLDC1	Gene	True	UMLS:C1427397	Genes & Molecular Sequences
154214	RNF217	Gene	True	UMLS:C1427576	Genes & Molecular Sequences
154215	NKAIN2	Gene	True	UMLS:C1424284	Genes & Molecular Sequences
154288	KHDC3L	Gene	True	UMLS:C1968829	Genes & Molecular Sequences
1543	CYP1A1	Gene	True	UMLS:C0919425	Genes & Molecular Sequences
154313	C6orf165	Gene	False	154313	Genes & Molecular Sequences
1544	CYP1A2	Gene	True	UMLS:C1332826	Genes & Molecular Sequences
154467	CCDC167	Gene	False	154467	Genes & Molecular Sequences
1545	CYP1B1	Gene	True	UMLS:C1413859	Genes & Molecular Sequences
154661	RUNDC3B	Gene	True	UMLS:C2239914	Genes & Molecular Sequences
154664	ABCA13	Gene	True	UMLS:C1538894	Genes & Molecular Sequences
154743	C7orf60	Gene	False	154743	Genes & Molecular Sequences
154790	CLEC2L	Gene	True	UMLS:C1539090	Genes & Molecular Sequences
154791	C7orf55	Gene	True	UMLS:C2240284	Genes & Molecular Sequences
154796	AMOT	Gene	True	UMLS:C1425094	Genes & Molecular Sequences
1548	CYP2A6	Gene	True	UMLS:C1413868	Genes & Molecular Sequences
154807	VKORC1L1	Gene	False	154807	Genes & Molecular Sequences
154810	AMOTL1	Gene	True	UMLS:C1425095	Genes & Molecular Sequences
154865	IQUB	Gene	False	154865	Genes & Molecular Sequences
154872	C7orf77	Gene	False	154872	Genes & Molecular Sequences
154881	KCTD7	Gene	True	UMLS:C1427750	Genes & Molecular Sequences
1549	CYP2A7	Gene	True	UMLS:C1413869	Genes & Molecular Sequences
154907	C7orf66	Gene	False	154907	Genes & Molecular Sequences
155	ADRB3	Gene	True	UMLS:C1439274	Genes & Molecular Sequences
155006	TMEM213	Gene	False	155006	Genes & Molecular Sequences
155038	GIMAP8	Gene	True	UMLS:C1539569	Genes & Molecular Sequences
155051	CRYGN	Gene	True	UMLS:C1426951	Genes & Molecular Sequences
155054	ZNF425	Gene	True	UMLS:C1427078	Genes & Molecular Sequences
155061	ZNF746	Gene	True	UMLS:C1824032	Genes & Molecular Sequences
155066	ATP6V0E2	Gene	False	155066	Genes & Molecular Sequences
1551	CYP3A7	Gene	True	UMLS:C1413884	Genes & Molecular Sequences
155184	SLC2A7	Gene	True	UMLS:C1421997	Genes & Molecular Sequences
155185	AMZ1	Gene	False	155185	Genes & Molecular Sequences
1553	CYP2A13	Gene	True	UMLS:C1413867	Genes & Molecular Sequences
155368	WBSCR27	Gene	False	155368	Genes & Molecular Sequences
155382	VPS37D	Gene	True	UMLS:C1425422	Genes & Molecular Sequences
155435	RBM33	Gene	True	UMLS:C1538795	Genes & Molecular Sequences
155465	AGR3	Gene	True	UMLS:C1836117	Genes & Molecular Sequences
1555	CYP2B6	Gene	True	UMLS:C1382176	Genes & Molecular Sequences
1557	CYP2C19	Gene	True	UMLS:C1332828	Genes & Molecular Sequences
1558	CYP2C8	Gene	True	UMLS:C1413873	Genes & Molecular Sequences
1559	CYP2C9	Gene	True	UMLS:C1332829	Genes & Molecular Sequences
156	ADRBK1	Gene	True	UMLS:C1366490	Genes & Molecular Sequences
1562	CYP2C18	Gene	True	UMLS:C1378702	Genes & Molecular Sequences
1565	CYP2D6	Gene	True	UMLS:C1332830	Genes & Molecular Sequences
157	ADRBK2	Gene	True	UMLS:C1332030	Genes & Molecular Sequences
1571	CYP2E1	Gene	True	UMLS:C0919426	Genes & Molecular Sequences
1572	CYP2F1	Gene	True	UMLS:C1413878	Genes & Molecular Sequences
157285	SGK223	Gene	False	157285	Genes & Molecular Sequences
1573	CYP2J2	Gene	True	UMLS:C1413880	Genes & Molecular Sequences
157310	PEBP4	Gene	True	UMLS:C2675903	Genes & Molecular Sequences
157313	CDCA2	Gene	True	UMLS:C1422795	Genes & Molecular Sequences
157378	TMEM65	Gene	True	UMLS:C1823329	Genes & Molecular Sequences
157503	LOC157503	Gene	False	157503	Genes & Molecular Sequences
157506	RDH10	Gene	True	UMLS:C1426576	Genes & Molecular Sequences
157562	LOC157562	Gene	False	157562	Genes & Molecular Sequences
157567	ANKRD46	Gene	True	UMLS:C1823682	Genes & Molecular Sequences
157570	ESCO2	Gene	True	UMLS:C1539367	Genes & Molecular Sequences
157574	FBXO16	Gene	True	UMLS:C1422109	Genes & Molecular Sequences
1576	CYP3A4	Gene	True	UMLS:C1176140	Genes & Molecular Sequences
157638	FAM84B	Gene	True	UMLS:C1825170	Genes & Molecular Sequences
157657	C8orf37	Gene	True	UMLS:C1824246	Genes & Molecular Sequences
157680	VPS13B	Gene	True	UMLS:C1540183	Genes & Molecular Sequences
157695	TDRP	Gene	True	UMLS:C1824251	Genes & Molecular Sequences
157697	ERICH1	Gene	False	157697	Genes & Molecular Sequences
1577	CYP3A5	Gene	True	UMLS:C1413882	Genes & Molecular Sequences
157724	SLC7A13	Gene	True	UMLS:C1427909	Genes & Molecular Sequences
157753	TMEM74	Gene	True	UMLS:C1823336	Genes & Molecular Sequences
157769	FAM91A1	Gene	True	UMLS:C1825206	Genes & Molecular Sequences
157773	C8orf48	Gene	True	UMLS:C1824257	Genes & Molecular Sequences
157777	MCMDC2	Gene	False	157777	Genes & Molecular Sequences
157807	CLVS1	Gene	True	UMLS:C1969798	Genes & Molecular Sequences
157848	NKX6-3	Gene	False	157848	Genes & Molecular Sequences
157855	KCNU1	Gene	True	UMLS:C1425838	Genes & Molecular Sequences
157860	LOC157860	Gene	False	157860	Genes & Molecular Sequences
157869	SBSPON	Gene	False	157869	Genes & Molecular Sequences
1579	CYP4A11	Gene	True	UMLS:C1413886	Genes & Molecular Sequences
157922	CAMSAP1	Gene	False	157922	Genes & Molecular Sequences
157927	C9orf62	Gene	False	157927	Genes & Molecular Sequences
157931	LOC157931	Gene	False	157931	Genes & Molecular Sequences
157983	C9orf66	Gene	False	157983	Genes & Molecular Sequences
158	ADSL	Gene	True	UMLS:C1412262	Genes & Molecular Sequences
1580	CYP4B1	Gene	True	UMLS:C1413887	Genes & Molecular Sequences
158038	LINGO2	Gene	True	UMLS:C1427414	Genes & Molecular Sequences
158046	NXNL2	Gene	True	UMLS:C2239791	Genes & Molecular Sequences
158055	C9orf163	Gene	False	158055	Genes & Molecular Sequences
158056	MAMDC4	Gene	True	UMLS:C1825940	Genes & Molecular Sequences
158062	LCN6	Gene	True	UMLS:C1424912	Genes & Molecular Sequences
158067	AK8	Gene	False	158067	Genes & Molecular Sequences
1581	CYP7A1	Gene	True	UMLS:C1413893	Genes & Molecular Sequences
158131	OR1Q1	Gene	False	158131	Genes & Molecular Sequences
158135	TTLL11	Gene	False	158135	Genes & Molecular Sequences
158158	RASEF	Gene	True	UMLS:C1538784	Genes & Molecular Sequences
1582	CYP8B1	Gene	True	UMLS:C1413895	Genes & Molecular Sequences
158219	TTC39B	Gene	True	UMLS:C1428206	Genes & Molecular Sequences
158234	TRMT10B	Gene	False	158234	Genes & Molecular Sequences
158248	TTC16	Gene	False	158248	Genes & Molecular Sequences
158293	FAM120AOS	Gene	True	UMLS:C1825256	Genes & Molecular Sequences
158297	SAXO1	Gene	False	158297	Genes & Molecular Sequences
1583	CYP11A1	Gene	True	UMLS:C1413855	Genes & Molecular Sequences
158326	FREM1	Gene	True	UMLS:C1539530	Genes & Molecular Sequences
158358	KIAA2026	Gene	True	UMLS:C1428057	Genes & Molecular Sequences
158399	ZNF483	Gene	False	158399	Genes & Molecular Sequences
1584	CYP11B1	Gene	True	UMLS:C1413856	Genes & Molecular Sequences
158401	C9orf84	Gene	True	UMLS:C1428602	Genes & Molecular Sequences
158405	KIAA1958	Gene	False	158405	Genes & Molecular Sequences
158427	TSTD2	Gene	False	158427	Genes & Molecular Sequences
158431	ZNF782	Gene	False	158431	Genes & Molecular Sequences
158434	LOC158434	Gene	False	158434	Genes & Molecular Sequences
158471	PRUNE2	Gene	True	UMLS:C1826727	Genes & Molecular Sequences
1585	CYP11B2	Gene	True	UMLS:C1413857	Genes & Molecular Sequences
158506	ZNF645	Gene	True	UMLS:C1538215	Genes & Molecular Sequences
158511	CSAG1	Gene	True	UMLS:C1539140	Genes & Molecular Sequences
158521	FMR1NB	Gene	True	UMLS:C1428577	Genes & Molecular Sequences
158584	FAAH2	Gene	True	UMLS:C1825098	Genes & Molecular Sequences
158586	ZXDB	Gene	True	UMLS:C1421873	Genes & Molecular Sequences
1586	CYP17A1	Gene	True	UMLS:C1413858	Genes & Molecular Sequences
158724	FAM47A	Gene	False	158724	Genes & Molecular Sequences
158747	MOSPD2	Gene	False	158747	Genes & Molecular Sequences
158763	ARHGAP36	Gene	True	UMLS:C2828632	Genes & Molecular Sequences
158787	RIBC1	Gene	True	UMLS:C1538839	Genes & Molecular Sequences
158798	AKAP14	Gene	True	UMLS:C1540196	Genes & Molecular Sequences
1588	CYP19A1	Gene	True	UMLS:C1366496	Genes & Molecular Sequences
158800	RHOXF1	Gene	True	UMLS:C1845515	Genes & Molecular Sequences
158809	MAGEB6	Gene	True	UMLS:C1428264	Genes & Molecular Sequences
158830	CXorf65	Gene	False	158830	Genes & Molecular Sequences
158833	AWAT1	Gene	True	UMLS:C2681179	Genes & Molecular Sequences
158835	AWAT2	Gene	True	UMLS:C1539289	Genes & Molecular Sequences
158863	LOC158863	Gene	False	158863	Genes & Molecular Sequences
158866	ZDHHC15	Gene	True	UMLS:C1426876	Genes & Molecular Sequences
158880	USP51	Gene	True	UMLS:C1427904	Genes & Molecular Sequences
1589	CYP21A2	Gene	True	UMLS:C1413861	Genes & Molecular Sequences
158931	TCEAL6	Gene	False	158931	Genes & Molecular Sequences
158983	H2BFWT	Gene	True	UMLS:C1539629	Genes & Molecular Sequences
159	ADSS	Gene	True	UMLS:C1412263	Genes & Molecular Sequences
159013	CXorf38	Gene	False	159013	Genes & Molecular Sequences
159090	FAM122B	Gene	False	159090	Genes & Molecular Sequences
159091	FAM122C	Gene	False	159091	Genes & Molecular Sequences
1591	CYP24A1	Gene	True	UMLS:C1413862	Genes & Molecular Sequences
159119	HSFY2	Gene	True	UMLS:C1537385	Genes & Molecular Sequences
159163	RBMY1F	Gene	False	159163	Genes & Molecular Sequences
159195	USP54	Gene	True	UMLS:C1428116	Genes & Molecular Sequences
1592	CYP26A1	Gene	True	UMLS:C1413863	Genes & Molecular Sequences
159296	NKX2-3	Gene	True	UMLS:C1417736	Genes & Molecular Sequences
1593	CYP27A1	Gene	True	UMLS:C1413864	Genes & Molecular Sequences
159371	SLC35G1	Gene	False	159371	Genes & Molecular Sequences
1594	CYP27B1	Gene	True	UMLS:C1413865	Genes & Molecular Sequences
1595	CYP51A1	Gene	True	UMLS:C1413892	Genes & Molecular Sequences
159686	CFAP58	Gene	False	159686	Genes & Molecular Sequences
159963	SLC5A12	Gene	True	UMLS:C1539777	Genes & Molecular Sequences
159989	CCDC67	Gene	True	UMLS:C1824591	Genes & Molecular Sequences
16	AARS	Gene	True	UMLS:C1412054	Genes & Molecular Sequences
