hetio_id	name	het_type	cui
23404	EXOSC2	Gene	UMLS:C1424742
23405	DICER1	Gene	UMLS:C1333218
23406	COTL1	Gene	UMLS:C1425434
23408	SIRT5	Gene	UMLS:C1423065
23409	SIRT4	Gene	UMLS:C1423064
23410	SIRT3	Gene	UMLS:C1423063
23411	SIRT1	Gene	UMLS:C1423062
23412	COMMD3	Gene	UMLS:C1428040
23413	NCS1	Gene	UMLS:C1414814
23414	ZFPM2	Gene	UMLS:C1424490
23415	KCNH4	Gene	UMLS:C1416574
23416	KCNH3	Gene	UMLS:C1416573
23417	MLYCD	Gene	UMLS:C1417196
23418	CRB1	Gene	UMLS:C1413701
2342	FNTB	Gene	UMLS:C1414658
23420	NOMO1	Gene	UMLS:C1538477
23421	ITGB3BP	Gene	UMLS:C1416499
23423	TMED3	Gene	UMLS:C1539984
23424	TDRD7	Gene	UMLS:C1429004
23426	GRIP1	Gene	UMLS:C1425727
23428	SLC7A8	Gene	UMLS:C1420227
23429	RYBP	Gene	UMLS:C1419776
23430	TPSD1	Gene	UMLS:C1422416
23431	AP4E1	Gene	UMLS:C1412453
23432	GPR161	Gene	UMLS:C1428198
23433	RHOQ	Gene	UMLS:C1425056
23435	TARDBP	Gene	UMLS:C1420588
23436	CELA3B	Gene	UMLS:C1423849
23438	HARS2	Gene	UMLS:C1415474
23439	ATP1B4	Gene	UMLS:C1412635
23440	OTP	Gene	UMLS:C1418198
23443	SLC35A3	Gene	UMLS:C1420189
23444	CDW12	Gene	23444
23446	SLC44A1	Gene	UMLS:C1822758
23447	CDW93	Gene	23447
23448	CD139	Gene	23448
23449	CD165	Gene	23449
23450	SF3B3	Gene	UMLS:C1419982
23451	SF3B1	Gene	UMLS:C1419980
23452	ANGPTL2	Gene	UMLS:C1412400
23456	ABCB10	Gene	UMLS:C1412069
23457	ABCB9	Gene	UMLS:C1412075
2346	FOLH1	Gene	UMLS:C1333570
23460	ABCA6	Gene	UMLS:C1412065
23461	ABCA5	Gene	UMLS:C1412064
23462	HEY1	Gene	UMLS:C1415524
23463	ICMT	Gene	UMLS:C1415845
23464	GCAT	Gene	UMLS:C1415008
23466	CBX6	Gene	UMLS:C1413161
23467	NPTXR	Gene	UMLS:C1417814
23468	CBX5	Gene	UMLS:C1413160
23469	PHF3	Gene	UMLS:C1418529
23471	TRAM1	Gene	UMLS:C1427007
23473	CAPN7	Gene	UMLS:C1413117
23474	ETHE1	Gene	UMLS:C1428025
23475	QPRT	Gene	UMLS:C1419184
23476	BRD4	Gene	UMLS:C1422073
23478	SEC11A	Gene	UMLS:C1822663
23479	ISCU	Gene	UMLS:C1825620
2348	FOLR1	Gene	UMLS:C1414662
23480	SEC61G	Gene	UMLS:C1425415
23481	PES1	Gene	UMLS:C1418467
23483	TGDS	Gene	UMLS:C1426860
23484	LEPROTL1	Gene	UMLS:C1416826
23491	CES3	Gene	UMLS:C1413349
23492	CBX7	Gene	UMLS:C1413162
23493	HEY2	Gene	UMLS:C1415525
23495	TNFRSF13B	Gene	UMLS:C1425349
23498	HAAO	Gene	UMLS:C1415456
23499	MACF1	Gene	UMLS:C1422134
2350	FOLR2	Gene	UMLS:C1414664
23500	DAAM2	Gene	UMLS:C1425341
23503	ZFYVE26	Gene	UMLS:C1427118
23504	RIMBP2	Gene	UMLS:C1826830
23505	TMEM131	Gene	UMLS:C1823390
23506	GLTSCR1L	Gene	UMLS:C4319857
23507	LRRC8B	Gene	UMLS:C1825877
23508	TTC9	Gene	UMLS:C1426823
23509	POFUT1	Gene	UMLS:C1423114
23510	KCTD2	Gene	UMLS:C1427474
23511	NUP188	Gene	UMLS:C1425136
23512	SUZ12	Gene	UMLS:C1539902
23513	SCRIB	Gene	UMLS:C1539732
23514	SPIDR	Gene	UMLS:C3809326
23515	MORC3	Gene	UMLS:C1826267
23516	SLC39A14	Gene	UMLS:C1427165
23517	SKIV2L2	Gene	UMLS:C1539776
23518	R3HDM1	Gene	UMLS:C1826752
23519	ANP32D	Gene	UMLS:C1332093
2352	FOLR3	Gene	UMLS:C1414666
23520	ANP32C	Gene	UMLS:C1332091
23521	RPL13A	Gene	UMLS:C1419630
23522	KAT6B	Gene	UMLS:C1425003
23523	CABIN1	Gene	UMLS:C1858663
23524	SRRM2	Gene	UMLS:C1424458
23526	HMHA1	Gene	UMLS:C1825516
23527	ACAP2	Gene	UMLS:C1424304
23528	ZNF281	Gene	UMLS:C1421767
23529	CLCF1	Gene	UMLS:C1538472
2353	FOS	Gene	UMLS:C0087140
23530	NNT	Gene	UMLS:C1417750
23531	MMD	Gene	UMLS:C1417198
23532	PRAME	Gene	UMLS:C1418865
23533	PIK3R5	Gene	UMLS:C1538647
23534	TNPO3	Gene	UMLS:C1424743
23536	ADAT1	Gene	UMLS:C1412218
23538	OR52A1	Gene	UMLS:C1418078
23539	SLC16A8	Gene	UMLS:C1424140
2354	FOSB	Gene	UMLS:C1333571
23541	SEC14L2	Gene	UMLS:C1419923
23542	MAPK8IP2	Gene	UMLS:C1417025
23543	RBFOX2	Gene	UMLS:C1419304
23544	SEZ6L	Gene	UMLS:C1419975
23545	ATP6V0A2	Gene	UMLS:C1425544
23546	SYNGR4	Gene	UMLS:C1420551
23547	LILRA4	Gene	UMLS:C1843764
23548	TTC33	Gene	UMLS:C1823538
23549	DNPEP	Gene	UMLS:C1414125
2355	FOSL2	Gene	UMLS:C0812302
23550	PSD4	Gene	UMLS:C1538737
23551	RASD2	Gene	UMLS:C1425383
23552	CDK20	Gene	UMLS:C1539079
23553	HYAL4	Gene	UMLS:C1415828
23554	TSPAN12	Gene	UMLS:C1540092
23555	TSPAN15	Gene	UMLS:C1540095
23556	PIGN	Gene	UMLS:C1418568
23557	SNAPIN	Gene	UMLS:C1424777
23558	WBP2	Gene	UMLS:C1421485
23559	WBP1	Gene	UMLS:C1421484
2356	FPGS	Gene	UMLS:C1414689
23560	GTPBP4	Gene	UMLS:C1427594
23562	CLDN14	Gene	UMLS:C1413463
23563	CHST5	Gene	UMLS:C1413418
23564	DDAH2	Gene	UMLS:C1413940
23566	LPAR3	Gene	UMLS:C1422553
23567	ZNF346	Gene	UMLS:C1538184
23568	ARL2BP	Gene	UMLS:C1424778
23569	PADI4	Gene	UMLS:C1425478
2357	FPR1	Gene	UMLS:C1333574
23576	DDAH1	Gene	UMLS:C1413939
2358	FPR2	Gene	UMLS:C1414691
23580	CDC42EP4	Gene	UMLS:C1424779
23581	CASP14	Gene	UMLS:C1413131
23582	CCNDBP1	Gene	UMLS:C1413177
23583	SMUG1	Gene	UMLS:C1822794
23584	VSIG2	Gene	UMLS:C1538070
23585	TMEM50A	Gene	UMLS:C1823310
23586	DDX58	Gene	UMLS:C1539233
23587	ELP5	Gene	UMLS:C1824473
23588	KLHDC2	Gene	UMLS:C1426794
23589	CARHSP1	Gene	UMLS:C1424780
2359	FPR3	Gene	UMLS:C1414692
23590	PDSS1	Gene	UMLS:C1843919
23592	LEMD3	Gene	UMLS:C1537562
23593	HEBP2	Gene	UMLS:C1423679
23594	ORC6	Gene	UMLS:C1335088
23595	ORC3	Gene	UMLS:C1335085
23596	OPN3	Gene	UMLS:C1422343
23597	ACOT9	Gene	UMLS:C1825833
23598	PATZ1	Gene	UMLS:C1826545
23600	AMACR	Gene	UMLS:C1412374
23601	CLEC5A	Gene	UMLS:C1539100
23603	CORO1C	Gene	UMLS:C1413624
23604	DAPK2	Gene	UMLS:C1413907
23607	CD2AP	Gene	UMLS:C1422519
23608	MKRN1	Gene	UMLS:C1417177
23609	MKRN2	Gene	UMLS:C1417178
23612	PHLDA3	Gene	UMLS:C1418541
23613	ZMYND8	Gene	UMLS:C1418914
23616	SH3BP1	Gene	UMLS:C1420021
23617	TSSK2	Gene	UMLS:C1540103
23619	ZIM2	Gene	UMLS:C1421584
23620	NTSR2	Gene	UMLS:C1417871
23621	BACE1	Gene	UMLS:C1412727
23623	RUSC1	Gene	UMLS:C1424781
23624	CBLC	Gene	UMLS:C1423865
23625	FAM89B	Gene	UMLS:C1825181
23626	SPO11	Gene	UMLS:C1335860
23627	PRND	Gene	UMLS:C1423700
23630	KCNE5	Gene	UMLS:C1416564
23632	CA14	Gene	UMLS:C1413042
23633	KPNA6	Gene	UMLS:C1416704
23635	SSBP2	Gene	UMLS:C1423760
23636	NUP62	Gene	UMLS:C1417895
23637	RABGAP1	Gene	UMLS:C1424782
23639	LRRC6	Gene	UMLS:C1537595
23640	HSPBP1	Gene	UMLS:C2681594
23641	LDOC1	Gene	UMLS:C1416823
23643	LY96	Gene	UMLS:C1424783
23644	EDC4	Gene	UMLS:C1825026
23645	PPP1R15A	Gene	UMLS:C1422599
23646	PLD3	Gene	UMLS:C1424784
23647	ARFIP2	Gene	UMLS:C1424785
23648	SSBP3	Gene	UMLS:C1423648
23649	POLA2	Gene	UMLS:C1538693
23650	TRIM29	Gene	UMLS:C1424865
23654	PLXNB2	Gene	UMLS:C1418665
23657	SLC7A11	Gene	UMLS:C1420222
23658	LSM5	Gene	UMLS:C1424786
23659	PLA2G15	Gene	UMLS:C1424787
23660	ZKSCAN5	Gene	UMLS:C1421576
23670	TMEM2	Gene	UMLS:C1420777
23671	TMEFF2	Gene	UMLS:C1420775
23673	STX12	Gene	UMLS:C1420495
23676	SMPX	Gene	UMLS:C1420261
23677	SH3BP4	Gene	UMLS:C1420023
23678	SGK3	Gene	UMLS:C1822702
23682	RAB38	Gene	UMLS:C1419205
23683	PRKD3	Gene	UMLS:C1538718
23685	PQBP4	Gene	UMLS:C1418862
23704	KCNE4	Gene	UMLS:C1416567
23705	CADM1	Gene	UMLS:C1416373
23708	GSPT2	Gene	UMLS:C1415325
23710	GABARAPL1	Gene	UMLS:C1414902
23729	SHPK	Gene	UMLS:C1413125
23731	TMEM245	Gene	UMLS:C3470104
23732	FRRS1L	Gene	UMLS:C1413032
23741	EID1	Gene	UMLS:C1825039
23742	NPAP1	Gene	UMLS:C1412887
23743	BHMT2	Gene	UMLS:C1412795
23746	AIPL1	Gene	UMLS:C1412303
23753	SDF2L1	Gene	UMLS:C1419905
23759	PPIL2	Gene	UMLS:C1418801
23760	PITPNB	Gene	UMLS:C1418593
23761	PISD	Gene	UMLS:C1418591
23762	OSBP2	Gene	UMLS:C1418189
23764	MAFF	Gene	UMLS:C1416967
23765	IL17RA	Gene	UMLS:C1825593
23767	FLRT3	Gene	UMLS:C1333566
23768	FLRT2	Gene	UMLS:C1414641
23769	FLRT1	Gene	UMLS:C1414640
23770	FKBP8	Gene	UMLS:C1414630
23774	BRD1	Gene	UMLS:C1412820
23779	ARHGAP8	Gene	UMLS:C1412524
23780	APOL2	Gene	UMLS:C1412486
23784	POTEH	Gene	UMLS:C1412138
23786	BCL2L13	Gene	UMLS:C1424788
23787	MTCH1	Gene	UMLS:C1425004
23788	MTCH2	Gene	UMLS:C1425005
238	ALK	Gene	UMLS:C1332080
239	ALOX12	Gene	UMLS:C1412356
2395	FXN	Gene	UMLS:C1414812
24	ABCA4	Gene	UMLS:C1412063
240	ALOX5	Gene	UMLS:C1412361
241	ALOX5AP	Gene	UMLS:C1412362
24137	KIF4A	Gene	UMLS:C1421941
24138	IFIT5	Gene	UMLS:C1421940
24139	EML2	Gene	UMLS:C1425255
24140	FTSJ1	Gene	UMLS:C1421907
24141	LAMP5	Gene	UMLS:C3470555
24142	NAT6	Gene	UMLS:C1538043
24144	TFIP11	Gene	UMLS:C1424789
24145	PANX1	Gene	UMLS:C1418264
24146	CLDN15	Gene	UMLS:C1413464
24147	FJX1	Gene	UMLS:C1424790
24148	PRPF6	Gene	UMLS:C1826706
24149	ZNF318	Gene	UMLS:C1422074
24150	TP53TG3	Gene	UMLS:C2680497
242	ALOX12B	Gene	UMLS:C1412357
2444	FRK	Gene	UMLS:C1333577
245711	SPDYA	Gene	UMLS:C1823094
245802	MS4A6E	Gene	UMLS:C1422543
245806	VGLL2	Gene	UMLS:C1426795
245812	CNPY4	Gene	UMLS:C1864739
245908	DEFB105A	Gene	UMLS:C1539245
245909	DEFB106A	Gene	UMLS:C1539247
245910	DEFB107A	Gene	UMLS:C1539249
245911	DEFB108B	Gene	UMLS:C1539251
245913	DEFB110	Gene	UMLS:C1425299
245915	DEFB112	Gene	UMLS:C1425301
245927	DEFB113	Gene	UMLS:C1425302
245928	DEFB114	Gene	UMLS:C1425303
245929	DEFB115	Gene	UMLS:C1425304
245930	DEFB116	Gene	UMLS:C1425305
245932	DEFB119	Gene	UMLS:C1425307
245934	DEFB121	Gene	UMLS:C1425308
245936	DEFB123	Gene	UMLS:C1425310
245937	DEFB124	Gene	UMLS:C1425311
245938	DEFB125	Gene	UMLS:C1425312
245939	DEFB128	Gene	UMLS:C1425313
245940	DEFB130	Gene	UMLS:C1425314
245972	ATP6V0D2	Gene	UMLS:C1425406
245973	ATP6V1C2	Gene	UMLS:C1425404
246	ALOX15	Gene	UMLS:C1332082
246100	CTAG1A	Gene	UMLS:C1539144
246175	CNOT6L	Gene	UMLS:C1425262
246176	GAS2L2	Gene	UMLS:C1539549
246184	CDC26	Gene	UMLS:C1425120
246213	SLC17A8	Gene	UMLS:C1426735
246243	RNASEH1	Gene	UMLS:C1425532
246269	LACE1	Gene	UMLS:C1424259
246318	FLJ13773	Gene	246318
246329	STAC3	Gene	UMLS:C1539880
246330	PELI3	Gene	UMLS:C1826566
246721	POLR2J2	Gene	UMLS:C1835948
246724	LOC246724	Gene	246724
246725	LOC246725	Gene	246725
246744	STH	Gene	UMLS:C1846860
246777	SPESP1	Gene	UMLS:C1423582
246778	IL27	Gene	UMLS:C1426048
247	ALOX15B	Gene	UMLS:C1412360
2475	MTOR	Gene	UMLS:C1414805
248	ALPI	Gene	UMLS:C1412363
2483	FRG1	Gene	UMLS:C1414815
2487	FRZB	Gene	UMLS:C1414819
2488	FSHB	Gene	UMLS:C1414824
249	ALPL	Gene	UMLS:C1412364
2491	CENPI	Gene	UMLS:C1824700
2492	FSHR	Gene	UMLS:C1414828
2494	NR5A2	Gene	UMLS:C1417839
2495	FTH1	Gene	UMLS:C1414833
25	ABL1	Gene	UMLS:C1412097
250	ALPP	Gene	UMLS:C1412365
251	ALPPL2	Gene	UMLS:C1412366
2512	FTL	Gene	UMLS:C1414852
2515	ADAM2	Gene	UMLS:C1412189
2516	NR5A1	Gene	UMLS:C1417838
2517	FUCA1	Gene	UMLS:C1414857
2519	FUCA2	Gene	UMLS:C1414859
2520	GAST	Gene	UMLS:C1439341
2521	FUS	Gene	UMLS:C1414860
2523	FUT1	Gene	UMLS:C1414862
2524	FUT2	Gene	UMLS:C1414863
2525	FUT3	Gene	UMLS:C1414864
2526	FUT4	Gene	UMLS:C1414865
2527	FUT5	Gene	UMLS:C1414866
2528	FUT6	Gene	UMLS:C1414867
252839	TMEM9	Gene	UMLS:C1425801
252862	LOC252862	Gene	252862
252884	ZNF396	Gene	UMLS:C1425802
2529	FUT7	Gene	UMLS:C1414868
252969	NEIL2	Gene	UMLS:C1425924
252983	STXBP4	Gene	UMLS:C1426340
252995	FNDC5	Gene	UMLS:C1426803
2530	FUT8	Gene	UMLS:C1414869
253012	HEPACAM2	Gene	UMLS:C2681565
253017	TECRL	Gene	UMLS:C2828772
2531	KDSR	Gene	UMLS:C1333583
253143	PRR14L	Gene	UMLS:C1824511
253152	EPHX4	Gene	UMLS:C1428242
253175	CDY1B	Gene	UMLS:C1540308
253190	SERHL2	Gene	UMLS:C1539752
2532	ACKR1	Gene	UMLS:C1824884
253260	RICTOR	Gene	UMLS:C1836945
2533	FYB	Gene	UMLS:C1414885
253314	EIF4E1B	Gene	UMLS:C1825046
2534	FYN	Gene	UMLS:C0812303
253430	IPMK	Gene	UMLS:C1427103
253461	ZBTB38	Gene	UMLS:C1538156
2535	FZD2	Gene	UMLS:C1333584
253512	SLC25A30	Gene	UMLS:C1539784
253558	LCLAT1	Gene	UMLS:C1537626
253559	CADM2	Gene	UMLS:C1428899
253582	TMEM244	Gene	UMLS:C3470103
253635	GPATCH11	Gene	UMLS:C1824600
253639	ZNF620	Gene	UMLS:C1538199
253650	ANKRD18A	Gene	UMLS:C1428180
2537	IFI6	Gene	UMLS:C1825561
253714	MMS22L	Gene	UMLS:C1427566
253725	FAM21C	Gene	UMLS:C1539397
253738	EBF3	Gene	UMLS:C1426003
253769	WDR27	Gene	UMLS:C1427452
253782	CERS6	Gene	UMLS:C3469892
2538	G6PC	Gene	UMLS:C1414892
253827	MSRB3	Gene	UMLS:C1537982
253832	ZDHHC20	Gene	UMLS:C1427107
2539	G6PD	Gene	UMLS:C1333652
253935	ANGPTL5	Gene	UMLS:C1426346
253943	YTHDF3	Gene	UMLS:C1538136
253959	RALGAPA1	Gene	UMLS:C1425072
253970	SFTA3	Gene	UMLS:C2680374
253980	KCTD13	Gene	UMLS:C1427765
253982	ASPHD1	Gene	UMLS:C1825090
254013	METTL20	Gene	UMLS:C2681279
254042	METAP1D	Gene	UMLS:C1853222
254048	UBN2	Gene	UMLS:C2681096
254050	LRRC43	Gene	UMLS:C1825890
254065	BRWD3	Gene	UMLS:C1538965
2541	G6PR	Gene	UMLS:C1414894
254102	EHBP1L1	Gene	UMLS:C1539337
254122	SNX32	Gene	UMLS:C2240037
254158	CXorf58	Gene	UMLS:C1824835
254170	FBXO33	Gene	UMLS:C1426460
254173	TTLL10	Gene	UMLS:C1823544
254187	TSGA10IP	Gene	UMLS:C1540080
2542	SLC37A4	Gene	UMLS:C1414895
254225	RNF169	Gene	UMLS:C1826839
254228	FAM26E	Gene	UMLS:C1427617
254240	BPIFC	Gene	UMLS:C1424335
254251	LCORL	Gene	UMLS:C1825802
254263	CNIH2	Gene	UMLS:C1539112
254268	AKNAD1	Gene	UMLS:C1823208
254272	TBC1D28	Gene	UMLS:C2240068
254295	PHYHD1	Gene	UMLS:C1428070
2543	GAGE1	Gene	UMLS:C1414930
254359	ZDHHC24	Gene	UMLS:C1538169
254394	MCM9	Gene	UMLS:C1427573
254427	PROSER2	Gene	UMLS:C1428229
254428	SLC41A1	Gene	UMLS:C1426238
254439	C11orf86	Gene	UMLS:C2681266
254528	MEIOB	Gene	UMLS:C1824426
254531	LPCAT4	Gene	UMLS:C1826613
254552	NUDT8	Gene	UMLS:C1417886
2547	XRCC6	Gene	UMLS:C1823878
254773	LYG2	Gene	UMLS:C2239663
254778	C8orf46	Gene	UMLS:C1824255
254783	OR6C74	Gene	UMLS:C1429159
254786	OR6C3	Gene	UMLS:C1423489
2548	GAA	Gene	UMLS:C1414899
254827	NAALADL2	Gene	UMLS:C1826340
254863	TMEM256	Gene	UMLS:C1824453
254879	OR2T6	Gene	UMLS:C1423139
254887	ZDHHC23	Gene	UMLS:C1428728
2549	GAB1	Gene	UMLS:C1414900
254910	LCE5A	Gene	UMLS:C1537546
254950	KRTAP15-1	Gene	UMLS:C1425895
254956	MORN5	Gene	UMLS:C1425122
254973	OR1L4	Gene	UMLS:C1418006
2550	GABBR1	Gene	UMLS:C1414904
255022	CALHM1	Gene	UMLS:C1539418
255027	MPV17L	Gene	UMLS:C1826277
255042	MGC16723	Gene	255042
255043	TMEM86B	Gene	UMLS:C1823347
255057	C19orf26	Gene	UMLS:C1428722
255061	TAC4	Gene	UMLS:C1424459
2551	GABPA	Gene	UMLS:C1414905
255101	CCDC108	Gene	UMLS:C1824636
255104	TMCO4	Gene	UMLS:C1823296
255119	C4orf22	Gene	UMLS:C1824167
255189	PLA2G4F	Gene	UMLS:C1826590
255220	TXNDC8	Gene	UMLS:C1540134
255231	MCOLN2	Gene	UMLS:C1421948
255239	ANKK1	Gene	UMLS:C1427255
255252	LRRC57	Gene	UMLS:C1825902
255275	MYADML2	Gene	UMLS:C2681850
2553	GABPB1	Gene	UMLS:C1414907
255313	CT47A11	Gene	UMLS:C1845114
255324	EPGN	Gene	UMLS:C1825057
255349	TMEM211	Gene	UMLS:C2680477
255374	MBLAC1	Gene	UMLS:C2681656
255394	TCP11L2	Gene	UMLS:C1823258
2554	GABRA1	Gene	UMLS:C1414908
255403	ZNF718	Gene	UMLS:C1824020
255426	RASGEF1C	Gene	UMLS:C1428653
255488	RNF144B	Gene	UMLS:C1427625
2555	GABRA2	Gene	UMLS:C1414909
255520	ELMOD2	Gene	UMLS:C1539354
2556	GABRA3	Gene	UMLS:C1414910
255626	HIST1H2BA	Gene	UMLS:C1425744
255631	COL24A1	Gene	UMLS:C1427151
2557	GABRA4	Gene	UMLS:C1414911
255725	OR52B2	Gene	UMLS:C1423298
255738	PCSK9	Gene	UMLS:C1426592
255743	NPNT	Gene	UMLS:C1826466
255758	TCTEX1D2	Gene	UMLS:C2240073
255762	PDZD9	Gene	UMLS:C1824419
255783	INAFM1	Gene	UMLS:C3892010
255798	SMCO1	Gene	UMLS:C1824139
2558	GABRA5	Gene	UMLS:C1414912
255809	C19orf38	Gene	UMLS:C2681308
255877	BCL6B	Gene	UMLS:C1412766
2559	GABRA6	Gene	UMLS:C1414913
255919	CNEP1R1	Gene	UMLS:C3469912
255928	SYT14	Gene	UMLS:C1427944
255967	PAN3	Gene	UMLS:C1826539
2560	GABRB1	Gene	UMLS:C1414914
256006	ANKRD31	Gene	UMLS:C1538289
256021	C12orf79	Gene	UMLS:C4085126
256051	ZNF549	Gene	UMLS:C1428614
256076	COL6A5	Gene	UMLS:C2239306
2561	GABRB2	Gene	UMLS:C1414915
256126	SYCE2	Gene	UMLS:C1823158
256130	TMEM196	Gene	UMLS:C2240103
256144	OR4C3	Gene	UMLS:C1422851
256148	OR4S1	Gene	UMLS:C1422859
256158	HMCN2	Gene	UMLS:C1825511
2562	GABRB3	Gene	UMLS:C1414916
256223	CDRT15L2	Gene	UMLS:C2681354
256227	STEAP1B	Gene	UMLS:C3146592
256281	NUDT14	Gene	UMLS:C1426725
256297	PTF1A	Gene	UMLS:C1428235
2563	GABRD	Gene	UMLS:C1414917
256302	NATD1	Gene	UMLS:C2681307
256309	CCDC110	Gene	UMLS:C1824639
256329	LMNTD2	Gene	UMLS:C1824303
256356	GK5	Gene	UMLS:C1825357
256364	EML3	Gene	UMLS:C1825051
256380	SCML4	Gene	UMLS:C1427542
256394	SERPINA11	Gene	UMLS:C1539753
2564	GABRE	Gene	UMLS:C1414918
256435	ST6GALNAC3	Gene	UMLS:C1539869
256471	MFSD8	Gene	UMLS:C1970174
256472	TMEM151A	Gene	UMLS:C1823416
2565	GABRG1	Gene	UMLS:C1414919
256536	TCERG1L	Gene	UMLS:C1428127
256586	LYSMD2	Gene	UMLS:C1825928
2566	GABRG2	Gene	UMLS:C1414920
256643	CXorf23	Gene	UMLS:C1539174
256646	NUTM1	Gene	UMLS:C1837033
256691	MAMDC2	Gene	UMLS:C1428190
2567	GABRG3	Gene	UMLS:C1414921
256710	GLIPR1L1	Gene	UMLS:C1825368
256714	MAP7D2	Gene	UMLS:C2239667
256764	WDR72	Gene	UMLS:C1823836
2568	GABRP	Gene	UMLS:C1414922
256815	C10orf67	Gene	UMLS:C1428739
256824	LOC256824	Gene	256824
256892	OR51F1	Gene	UMLS:C1423287
2569	GABRR1	Gene	UMLS:C1414923
256933	NPB	Gene	UMLS:C1826460
256949	KANK3	Gene	UMLS:C1823683
256957	HEATR9	Gene	UMLS:C1824458
256979	SUN3	Gene	UMLS:C1539898
256987	SERINC5	Gene	UMLS:C1822683
257	ALX3	Gene	UMLS:C1412372
2570	GABRR2	Gene	UMLS:C1414924
257019	FRMD3	Gene	UMLS:C1428345
257044	C1orf101	Gene	UMLS:C1823721
257062	CATSPERD	Gene	UMLS:C3469784
257068	PLCXD2	Gene	UMLS:C1538666
2571	GAD1	Gene	UMLS:C1414925
257101	ZNF683	Gene	UMLS:C1538246
257106	ARHGAP30	Gene	UMLS:C1824199
257144	GCSAM	Gene	UMLS:C1426810
257152	LOC257152	Gene	257152
257160	RNF214	Gene	UMLS:C2239898
257169	C9orf43	Gene	UMLS:C1428134
257177	CFAP126	Gene	UMLS:C1823806
257194	NEGR1	Gene	UMLS:C1424887
2572	GAD2	Gene	UMLS:C1414926
257202	GPX6	Gene	UMLS:C1415280
257218	SHPRH	Gene	UMLS:C1426173
257236	CCDC96	Gene	UMLS:C1824623
257240	KLHL34	Gene	UMLS:C1825734
257313	UTS2B	Gene	UMLS:C1540170
257364	SNX33	Gene	UMLS:C1822710
257397	TAB3	Gene	UMLS:C1825944
2574	GAGE2C	Gene	UMLS:C2239467
257407	C2orf72	Gene	UMLS:C2681198
257415	FAM133B	Gene	UMLS:C2239424
2575	GAGE3	Gene	2575
25758	KIAA1549L	Gene	UMLS:C1824309
25759	SHC2	Gene	UMLS:C1428905
2576	GAGE4	Gene	UMLS:C1414933
257629	ANKS4B	Gene	UMLS:C1823696
25763	HYPM	Gene	UMLS:C1539178
25764	HYPK	Gene	UMLS:C2748556
25766	PRPF40B	Gene	UMLS:C1826710
25769	SLC24A2	Gene	UMLS:C1420147
2577	GAGE5	Gene	UMLS:C1414934
25770	C22orf31	Gene	UMLS:C1824512
25771	TBC1D22A	Gene	UMLS:C1539938
25775	C22orf24	Gene	UMLS:C1538424
25776	CBY1	Gene	UMLS:C1538626
25777	SUN2	Gene	UMLS:C2828739
25778	DSTYK	Gene	UMLS:C1538843
2578	GAGE6	Gene	UMLS:C1414935
25780	RASGRP3	Gene	UMLS:C1422744
25782	RAB3GAP2	Gene	UMLS:C1826757
25788	RAD54B	Gene	UMLS:C1424839
25789	TMEM59L	Gene	UMLS:C1421896
2579	GAGE7	Gene	UMLS:C1414936
25790	CFAP45	Gene	UMLS:C1824545
25791	NGEF	Gene	UMLS:C1417718
25792	CIZ1	Gene	UMLS:C1424515
25793	FBXO7	Gene	UMLS:C1422081
25794	FSCN2	Gene	UMLS:C1414820
25796	PGLS	Gene	UMLS:C1418514
25797	QPCT	Gene	UMLS:C1419183
25798	BRI3	Gene	UMLS:C1412826
25799	ZNF324	Gene	UMLS:C1422402
258	AMBN	Gene	UMLS:C1412375
2580	GAK	Gene	UMLS:C1414944
25800	SLC39A6	Gene	UMLS:C1425643
25801	GCA	Gene	UMLS:C1423891
258010	SVIP	Gene	UMLS:C2680463
25802	LMOD1	Gene	UMLS:C1416886
25803	SPDEF	Gene	UMLS:C1424853
25804	LSM4	Gene	UMLS:C1424855
25805	BAMBI	Gene	UMLS:C1428947
25806	VAX2	Gene	UMLS:C1421433
25807	RHBDD3	Gene	UMLS:C1826824
25809	TTLL1	Gene	UMLS:C1412990
2581	GALC	Gene	UMLS:C1414946
25813	SAMM50	Gene	UMLS:C1826973
25814	ATXN10	Gene	UMLS:C1538308
25816	TNFAIP8	Gene	UMLS:C1424856
25817	FAM19A5	Gene	UMLS:C1539394
25818	KLK5	Gene	UMLS:C1416676
25819	CCRN4L	Gene	UMLS:C1422515
2582	GALE	Gene	UMLS:C1439333
25820	ARIH1	Gene	UMLS:C1412533
25821	MTO1	Gene	UMLS:C1426126
25822	DNAJB5	Gene	UMLS:C1423026
25823	TPSG1	Gene	UMLS:C1422428
25824	PRDX5	Gene	UMLS:C1418882
25825	BACE2	Gene	UMLS:C1412728
25827	FBXL2	Gene	UMLS:C1422092
25828	TXN2	Gene	UMLS:C1456398
25829	TMEM184B	Gene	UMLS:C2240092
2583	B4GALNT1	Gene	UMLS:C1825858
25830	SULT4A1	Gene	UMLS:C1423041
25831	HECTD1	Gene	UMLS:C1426741
25832	NBPF14	Gene	UMLS:C1826372
25833	POU2F3	Gene	UMLS:C1426490
25834	MGAT4C	Gene	UMLS:C1825986
25836	NIPBL	Gene	UMLS:C1538063
25837	RAB26	Gene	UMLS:C1422520
25839	COG4	Gene	UMLS:C1425652
2584	GALK1	Gene	UMLS:C1414948
25840	METTL7A	Gene	UMLS:C1825976
25841	ABTB2	Gene	UMLS:C1428291
25842	ASF1A	Gene	UMLS:C1427233
