hetio_id	name	het_type	cui
GO:0070688	MLL5-L complex	Cellular Component	UMLS:C2753441
C0522245	Feeling hot and cold	Side Effect	UMLS:C0522245
PC7_6053	Opsins	Pathway	PC7_6053
116987	AGAP1	Gene	UMLS:C1424637
100289187	GS1-259H13.2	Gene	UMLS:C4321059
GO:0035608	protein deglutamylation	Biological Process	UMLS:C3158788
C0085607	Volume blood increased	Side Effect	UMLS:C0085607
80320	SP6	Gene	UMLS:C1422729
57127	RHBG	Gene	UMLS:C1422764
GO:0046923	ER retention sequence binding	Molecular Function	UMLS:C1323294
UBERON:0000045	ganglion	Anatomy	UMLS:C0017067
154790	CLEC2L	Gene	UMLS:C1539090
55450	CAMK2N1	Gene	UMLS:C1824522
GO:1903753	negative regulation of p38MAPK cascade	Biological Process	UMLS:C3895080
GO:1903753	negative regulation of p38MAPK cascade	Biological Process	UMLS:C3895081
4824	NKX3-1	Gene	UMLS:C1334882
WP410_r84683	Diurnally Regulated Genes with Circadian Orthologs	Pathway	WP410_r84683
GO:0072359	circulatory system development	Biological Process	UMLS:C3156319
DB04946	Iloperidone	Compound	UMLS:C0247194
DB04946	Iloperidone	Compound	UMLS:C1174764
DB04946	Iloperidone	Compound	UMLS:C2701270
339230	CCDC137	Gene	UMLS:C2240342
57504	MTA3	Gene	UMLS:C1428257
DB01211	Clarithromycin	Compound	UMLS:C0055856
DB01211	Clarithromycin	Compound	UMLS:C0620902
GO:0002221	pattern recognition receptor signaling pathway	Biological Process	UMLS:C1817389
7347	UCHL3	Gene	UMLS:C1421311
GO:0033003	regulation of mast cell activation	Biological Process	UMLS:C2246390
GO:1902017	regulation of cilium assembly	Biological Process	UMLS:C3544470
GO:1902017	regulation of cilium assembly	Biological Process	UMLS:C3546759
GO:0009138	pyrimidine nucleoside diphosphate metabolic process	Biological Process	UMLS:C1158649
GO:0019230	proprioception	Biological Process	UMLS:C0033499
GO:1990712	HFE-transferrin receptor complex	Cellular Component	UMLS:C3896520
PC7_7720	Syndecan-3-mediated signaling events	Pathway	PC7_7720
GO:0061547	glycogen synthase activity, transferring glucose-1-phosphate	Molecular Function	UMLS:C3820887
GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	Biological Process	UMLS:C1159810
GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	Biological Process	UMLS:C1752934
GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	Biological Process	UMLS:C2249886
GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	Biological Process	UMLS:C2249887
C0577628	Latex allergy	Side Effect	UMLS:C0577628
GO:0043461	proton-transporting ATP synthase complex assembly	Biological Process	UMLS:C1623498
55040	EPN3	Gene	UMLS:C1425387
27306	HPGDS	Gene	UMLS:C1865138
3977	LIFR	Gene	UMLS:C1334339
DOID:1964	fallopian tube cancer	Disease	UMLS:C0015558
DOID:1964	fallopian tube cancer	Disease	UMLS:C0153579
80772	CPTP	Gene	UMLS:C2239498
C0231557	Bone development abnormal	Side Effect	UMLS:C0231557
GO:0014736	negative regulation of muscle atrophy	Biological Process	UMLS:C2265794
GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	Biological Process	UMLS:C3270986
GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	Biological Process	UMLS:C3270987
GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	Biological Process	UMLS:C3270988
101243544	ERCC6-PGBD3	Gene	101243544
55902	ACSS2	Gene	UMLS:C1825842
GO:0042384	cilium assembly	Biological Process	GO:0042384
GO:0090164	asymmetric Golgi ribbon formation	Biological Process	UMLS:C2755574
5276	SERPINI2	Gene	UMLS:C1335811
105379433	LOC105379433	Gene	105379433
GO:0021952	central nervous system projection neuron axonogenesis	Biological Process	UMLS:C1818526
GO:0021952	central nervous system projection neuron axonogenesis	Biological Process	UMLS:C1818527
GO:0097052	L-kynurenine metabolic process	Biological Process	UMLS:C3157090
C0034069	Pulmonary fibrosis	Side Effect	UMLS:C0034069
23277	CLUH	Gene	UMLS:C1825669
7799	PRDM2	Gene	UMLS:C1418875
UBERON:0001456	face	Anatomy	UMLS:C0015450
GO:1903706	regulation of hemopoiesis	Biological Process	UMLS:C3895009
GO:0006661	phosphatidylinositol biosynthetic process	Biological Process	UMLS:C1157394
C0239833	Hand pain	Side Effect	UMLS:C0239833
9757	KMT2B	Gene	UMLS:C1847413
2026	ENO2	Gene	UMLS:C1414404
C0542052	Coronary artery insufficiency	Side Effect	UMLS:C0542052
PC7_6157	PI3K/AKT activation	Pathway	PC7_6157
GO:0086027	AV node cell to bundle of His cell signaling	Biological Process	UMLS:C3548672
158830	CXorf65	Gene	UMLS:C2681393
333	APLP1	Gene	UMLS:C1412466
GO:0034371	chylomicron remodeling	Biological Process	UMLS:C2612468
GO:0034371	chylomicron remodeling	Biological Process	UMLS:C2612469
GO:1900078	positive regulation of cellular response to insulin stimulus	Biological Process	UMLS:C3269465
10603	SH2B2	Gene	UMLS:C1822704
2848	GPR25	Gene	UMLS:C1415218
105377021	LOC105377021	Gene	105377021
GO:0030903	notochord development	Biological Process	UMLS:C1326563
GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	Biological Process	UMLS:C2984449
GO:0060836	lymphatic endothelial cell differentiation	Biological Process	UMLS:C2753064
GO:0021530	spinal cord oligodendrocyte cell fate specification	Biological Process	UMLS:C1818056
GO:0031253	cell projection membrane	Cellular Component	UMLS:C0887879
GO:0031253	cell projection membrane	Cellular Component	UMLS:C1818669
C0863112	Pharyngo-oral irritation	Side Effect	UMLS:C0863112
378925	RNF148	Gene	UMLS:C1427769
729238	SFTPA2	Gene	UMLS:C1420003
D014823	Vitreous Hemorrhage	Symptom	UMLS:C0042909
GO:0060242	contact inhibition	Biological Process	UMLS:C0009835
105378176	LOC105378176	Gene	105378176
C0917798	Cerebral ischaemia	Side Effect	UMLS:C0917798
10193	RNF41	Gene	UMLS:C1425498
6574	SLC20A1	Gene	UMLS:C1456395
DB00738	Pentamidine	Compound	UMLS:C0030863
C0027813	Neuritis	Side Effect	UMLS:C0027813
GO:0070426	positive regulation of nucleotide-binding oligomerization domain containing signaling pathway	Biological Process	UMLS:C2611179
83716	CRISPLD2	Gene	UMLS:C1539139
C0151772	Manic psychosis	Side Effect	UMLS:C0151772
11055	ZPBP	Gene	UMLS:C1423639
3300	DNAJB2	Gene	UMLS:C1415753
6830	SUPT6H	Gene	UMLS:C0812269
80119	PIF1	Gene	UMLS:C1826584
C1141884	Head lag abnormal	Side Effect	UMLS:C1141884
GO:0004309	exopolyphosphatase activity	Molecular Function	UMLS:C1149645
GO:0004309	exopolyphosphatase activity	Molecular Function	UMLS:C2258912
GO:1903207	regulation of hydrogen peroxide-induced neuron death	Biological Process	UMLS:C3894022
4495	MT1G	Gene	UMLS:C1417395
PC7_2500	Carbohydrate metabolism	Pathway	PC7_2500
26115	TANC2	Gene	UMLS:C1823227
GO:0046915	transition metal ion transmembrane transporter activity	Molecular Function	UMLS:C1325500
C0343401	Methicillin-resistant Staphylococcus aureus infection	Side Effect	UMLS:C0343401
GO:0015101	organic cation transmembrane transporter activity	Molecular Function	UMLS:C1153614
130367	SGPP2	Gene	UMLS:C1426555
79741	CCDC7	Gene	UMLS:C1428601
GO:0032092	positive regulation of protein binding	Biological Process	UMLS:C1818976
GO:0032092	positive regulation of protein binding	Biological Process	UMLS:C2245434
GO:0032092	positive regulation of protein binding	Biological Process	UMLS:C2245435
GO:1902943	positive regulation of voltage-gated chloride channel activity	Biological Process	UMLS:C3823741
GO:1902943	positive regulation of voltage-gated chloride channel activity	Biological Process	UMLS:C3823742
GO:1902943	positive regulation of voltage-gated chloride channel activity	Biological Process	UMLS:C3823743
167465	ZNF366	Gene	UMLS:C1425443
8968	HIST1H3F	Gene	UMLS:C1415436
GO:0045919	positive regulation of cytolysis	Biological Process	UMLS:C1159815
GO:0045919	positive regulation of cytolysis	Biological Process	UMLS:C2249807
GO:0045919	positive regulation of cytolysis	Biological Process	UMLS:C2249808
GO:0007439	ectodermal digestive tract development	Biological Process	UMLS:C1621897
GO:0007439	ectodermal digestive tract development	Biological Process	UMLS:C3158063
54839	LRRC49	Gene	UMLS:C1825896
105378684	LOC105378684	Gene	105378684
3768	KCNJ12	Gene	UMLS:C1416579
100130933	SMIM6	Gene	UMLS:C3543511
91937	TIMD4	Gene	UMLS:C1539967
GO:1990023	mitotic spindle midzone	Cellular Component	UMLS:C3546714
GO:0045779	negative regulation of bone resorption	Biological Process	UMLS:C1160587
GO:0045779	negative regulation of bone resorption	Biological Process	UMLS:C3537067
GO:0004465	lipoprotein lipase activity	Molecular Function	UMLS:C1149837
GO:0004465	lipoprotein lipase activity	Molecular Function	UMLS:C2260520
100272147	CMC4	Gene	UMLS:C2681847
780776	TVP23A	Gene	UMLS:C1426913
PC7_4663	IRS-related events	Pathway	PC7_4663
344657	LRRIQ4	Gene	UMLS:C2681650
55565	ZNF821	Gene	UMLS:C2240220
4931	NVL	Gene	UMLS:C1417897
92799	SHKBP1	Gene	UMLS:C1539768
GO:1902460	regulation of mesenchymal stem cell proliferation	Biological Process	UMLS:C3822422
57643	ZSWIM5	Gene	UMLS:C1428828
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	Molecular Function	UMLS:C1151547
GO:0035854	eosinophil fate commitment	Biological Process	UMLS:C3159057
7462	LAT2	Gene	UMLS:C1825793
GO:0007194	negative regulation of adenylate cyclase activity	Biological Process	UMLS:C1155426
GO:0007194	negative regulation of adenylate cyclase activity	Biological Process	UMLS:C1621327
GO:0007194	negative regulation of adenylate cyclase activity	Biological Process	UMLS:C2263192
GO:0030687	preribosome, large subunit precursor	Cellular Component	UMLS:C1325680
GO:0030687	preribosome, large subunit precursor	Cellular Component	UMLS:C2612370
9420	CYP7B1	Gene	UMLS:C1413894
GO:0015501	glutamate:sodium symporter activity	Molecular Function	UMLS:C1153040
GO:0032156	septin cytoskeleton	Cellular Component	UMLS:C1819051
GO:0070828	heterochromatin organization	Biological Process	UMLS:C2753902
GO:0001707	mesoderm formation	Biological Process	UMLS:C1160070
GO:0009163	nucleoside biosynthetic process	Biological Process	UMLS:C1157574
GO:0048020	CCR chemokine receptor binding	Molecular Function	UMLS:C1149465
GO:0048020	CCR chemokine receptor binding	Molecular Function	UMLS:C1753044
55179	FAIM	Gene	UMLS:C1425722
GO:0006264	mitochondrial DNA replication	Biological Process	UMLS:C1326316
GO:0006264	mitochondrial DNA replication	Biological Process	UMLS:C1817263
GO:0006264	mitochondrial DNA replication	Biological Process	UMLS:C1817264
169200	TMEM64	Gene	UMLS:C1823328
161357	MDGA2	Gene	UMLS:C1426462
10266	RAMP2	Gene	UMLS:C1419255
2519	FUCA2	Gene	UMLS:C1414859
105376684	LOC105376684	Gene	105376684
C0007787	Transient ischaemic attack	Side Effect	UMLS:C0007787
GO:0016929	SUMO-specific protease activity	Molecular Function	UMLS:C1150157
GO:0001907	killing by symbiont of host cells	Biological Process	UMLS:C1817206
56001	NXF2	Gene	UMLS:C1417899
GO:0006927	transformed cell apoptotic process	Biological Process	UMLS:C1159844
GO:0006927	transformed cell apoptotic process	Biological Process	UMLS:C4327123
C1279296	Chronic leukaemia	Side Effect	UMLS:C1279296
3556	IL1RAP	Gene	UMLS:C1416397
D020923	REM Sleep Parasomnias	Symptom	UMLS:C0393776
D020923	REM Sleep Parasomnias	Symptom	UMLS:C0752301
D020923	REM Sleep Parasomnias	Symptom	UMLS:C0752302
C0857751	Erythema multiforme minor	Side Effect	UMLS:C0857751
23376	UFL1	Gene	UMLS:C1427868
643596	RNF224	Gene	UMLS:C3146378
C0018552	Hamartoma	Side Effect	UMLS:C0018552
60482	SLC5A7	Gene	UMLS:C1422359
GO:0050864	regulation of B cell activation	Biological Process	UMLS:C1326147
GO:0016803	ether hydrolase activity	Molecular Function	UMLS:C1150003
9856	KIAA0319	Gene	UMLS:C1427627
6237	RRAS	Gene	UMLS:C1419756
GO:0003254	regulation of membrane depolarization	Biological Process	UMLS:C2753652
8315	BRAP	Gene	UMLS:C1412819
GO:0001076	transcription factor activity, RNA polymerase II transcription factor binding	Molecular Function	UMLS:C3158302
C0233754	Derealisation	Side Effect	UMLS:C0233754
10718	NRG3	Gene	UMLS:C1334903
2987	GUK1	Gene	UMLS:C1415367
100134240	LOC100134240	Gene	100134240
GO:0030296	protein tyrosine kinase activator activity	Molecular Function	UMLS:C1152539
222236	NAPEPLD	Gene	UMLS:C2239773
GO:0045134	uridine-diphosphatase activity	Molecular Function	UMLS:C1149649
GO:0050072	m7G(5')pppN diphosphatase activity	Molecular Function	UMLS:C1323426
GO:0050072	m7G(5')pppN diphosphatase activity	Molecular Function	UMLS:C2254218
GO:0090649	response to oxygen-glucose deprivation	Biological Process	UMLS:C4236781
C0002895	Sickle cell anaemia	Side Effect	UMLS:C0002895
GO:0035871	protein K11-linked deubiquitination	Biological Process	UMLS:C3159074
GO:0033655	host cell cytoplasm part	Cellular Component	UMLS:C1820050
GO:0033655	host cell cytoplasm part	Cellular Component	UMLS:C2247091
C0241028	Sexually active	Side Effect	UMLS:C0241028
C0022893	Labyrinthitis	Side Effect	UMLS:C0022893
C0003128	Anovulation	Side Effect	UMLS:C0003128
C1527336	Sjogren's syndrome	Side Effect	UMLS:C1527336
58531	PRM3	Gene	UMLS:C1422170
50808	AK3	Gene	UMLS:C1412307
170370	FAM170B	Gene	UMLS:C1426373
162655	ZNF519	Gene	UMLS:C1428984
C0014431	Enzyme induction	Side Effect	UMLS:C0014431
4286	MITF	Gene	UMLS:C1417172
389643	NUGGC	Gene	UMLS:C2240287
84263	HSDL2	Gene	UMLS:C1537383
220979	C10orf25	Gene	UMLS:C1428112
GO:1904587	response to glycoprotein	Biological Process	UMLS:C4235944
25906	ANAPC15	Gene	UMLS:C1824317
GO:0004911	interleukin-2 receptor activity	Molecular Function	UMLS:C1149197
102724250	LOC102724250	Gene	102724250
8767	RIPK2	Gene	UMLS:C1335624
1012	CDH13	Gene	UMLS:C1332728
C0238796	Bone marrow granuloma	Side Effect	UMLS:C0238796
C1167785	Haemorrhagic urticaria	Side Effect	UMLS:C1167785
C0345904	Hepatic cancer	Side Effect	UMLS:C0345904
DB04844	Tetrabenazine	Compound	UMLS:C0039623
11154	AP4S1	Gene	UMLS:C1412455
3439	IFNA1	Gene	UMLS:C1415900
GO:0035173	histone kinase activity	Molecular Function	UMLS:C1523624
GO:0072272	proximal/distal pattern formation involved in metanephric nephron development	Biological Process	UMLS:C2755287
PC7_6855	Reactions specific to the complex N-glycan synthesis pathway	Pathway	PC7_6855
284021	MILR1	Gene	UMLS:C3470956
GO:0090085	regulation of protein deubiquitination	Biological Process	UMLS:C2755492
PC7_2276	CDO in myogenesis	Pathway	PC7_2276
94027	CGB7	Gene	UMLS:C1424290
GO:0036215	response to stem cell factor	Biological Process	UMLS:C3549304
C0040136	Thyroid neoplasm	Side Effect	UMLS:C0040136
GO:0000153	cytoplasmic ubiquitin ligase complex	Cellular Component	UMLS:C1166720
155368	WBSCR27	Gene	UMLS:C1538074
4722	NDUFS3	Gene	UMLS:C1417646
GO:0072538	T-helper 17 type immune response	Biological Process	UMLS:C3156592
56267	CCBL2	Gene	UMLS:C1824541
GO:0071031	nuclear mRNA surveillance of mRNA 3'-end processing	Biological Process	UMLS:C2754187
200205	IBA57	Gene	UMLS:C1823215
PC7_2008	BMAL1:CLOCK,NPAS2 activates circadian gene expression	Pathway	PC7_2008
C0701811	Short-term memory loss	Side Effect	UMLS:C0701811
7125	TNNC2	Gene	UMLS:C1420823
GO:0044389	ubiquitin-like protein ligase binding	Molecular Function	UMLS:C3271988
79840	NHEJ1	Gene	UMLS:C1826402
C0271547	Growth hormone overproduction	Side Effect	UMLS:C0271547
9203	ZMYM3	Gene	UMLS:C1823959
1352	COX10	Gene	UMLS:C1413629
DB00364	Sucralfate	Compound	UMLS:C0038633
C0087169	Withdrawal symptom	Side Effect	UMLS:C0087169
GO:0031622	positive regulation of fever generation	Biological Process	UMLS:C2245276
GO:0031622	positive regulation of fever generation	Biological Process	UMLS:C2245277
GO:0031622	positive regulation of fever generation	Biological Process	UMLS:C2245278
GO:0071850	mitotic cell cycle arrest	Biological Process	UMLS:C3156059
54970	TTC12	Gene	UMLS:C1428204
GO:0048025	negative regulation of mRNA splicing, via spliceosome	Biological Process	UMLS:C1327264
GO:0048025	negative regulation of mRNA splicing, via spliceosome	Biological Process	UMLS:C1327272
GO:0048025	negative regulation of mRNA splicing, via spliceosome	Biological Process	UMLS:C2247992
GO:0048025	negative regulation of mRNA splicing, via spliceosome	Biological Process	UMLS:C2253559
GO:0048025	negative regulation of mRNA splicing, via spliceosome	Biological Process	UMLS:C2253560
142678	MIB2	Gene	UMLS:C1537693
3875	KRT18	Gene	UMLS:C1416731
GO:0045174	glutathione dehydrogenase (ascorbate) activity	Molecular Function	UMLS:C1148565
C0004096	Asthma	Side Effect	UMLS:C0004096
GO:0006726	eye pigment biosynthetic process	Biological Process	UMLS:C1157718
GO:0010922	positive regulation of phosphatase activity	Biological Process	UMLS:C2612229
284361	EMC10	Gene	UMLS:C2240327
2182	ACSL4	Gene	UMLS:C1414520
105376339	LOC105376339	Gene	105376339
GO:1901252	regulation of intracellular transport of viral material	Biological Process	UMLS:C3547475
GO:0010720	positive regulation of cell development	Biological Process	UMLS:C2612019
DB01295	Bevantolol	Compound	UMLS:C0053532
C0740858	Substance abuse	Side Effect	UMLS:C0740858
C0277925	Peripheral coldness	Side Effect	UMLS:C0277925
5174	PDZK1	Gene	UMLS:C1418448
128387	TATDN3	Gene	UMLS:C1823229
57758	SCUBE2	Gene	UMLS:C1539733
C2938875	Upper-airway cough syndrome	Side Effect	UMLS:C2938875
GO:0033270	paranode region of axon	Cellular Component	UMLS:C2246679
7593	MZF1	Gene	UMLS:C1826337
GO:0006241	CTP biosynthetic process	Biological Process	UMLS:C1157674
102725138	LOC102725138	Gene	102725138
PC7_4948	Late Phase of HIV Life Cycle	Pathway	PC7_4948
C1540600	Seizure cerebral	Side Effect	UMLS:C1540600
100287482	SMKR1	Gene	UMLS:C3542071
9655	SOCS5	Gene	UMLS:C1424593
1804	DPP6	Gene	UMLS:C1414142
113763	ZBED6CL	Gene	UMLS:C3808965
C0267509	Chronic idiopathic constipation	Side Effect	UMLS:C0267509
C0267028	Lip pain	Side Effect	UMLS:C0267028
231	AKR1B1	Gene	UMLS:C1412322
474354	LRRC18	Gene	UMLS:C1537598
DB00697	Tizanidine	Compound	UMLS:C0146011
GO:0051301	cell division	Biological Process	UMLS:C0007590
DB00186	Lorazepam	Compound	UMLS:C0024002
2650	GCNT1	Gene	UMLS:C1415021
105376791	LOC105376791	Gene	105376791
134860	TAAR9	Gene	UMLS:C1539916
GO:0000308	cytoplasmic cyclin-dependent protein kinase holoenzyme complex	Cellular Component	UMLS:C1166714
GO:0000308	cytoplasmic cyclin-dependent protein kinase holoenzyme complex	Cellular Component	UMLS:C1166715
56244	BTNL2	Gene	UMLS:C1412849
GO:0005697	telomerase holoenzyme complex	Cellular Component	UMLS:C1166705
283232	TMEM80	Gene	UMLS:C1823341
5514	PPP1R10	Gene	UMLS:C1418822
GO:0000389	mRNA 3'-splice site recognition	Biological Process	UMLS:C1327249
GO:0000389	mRNA 3'-splice site recognition	Biological Process	UMLS:C1327267
GO:0000389	mRNA 3'-splice site recognition	Biological Process	UMLS:C1327280
GO:0001906	cell killing	Biological Process	UMLS:C0027540
GO:0001906	cell killing	Biological Process	UMLS:C0599733
C0042023	Pollakiuria	Side Effect	UMLS:C0042023
GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	Biological Process	UMLS:C1327113
GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	Biological Process	UMLS:C2248353
23515	MORC3	Gene	UMLS:C1826267
8045	RASSF7	Gene	UMLS:C1826767
389434	IYD	Gene	UMLS:C1825631
GO:1900274	regulation of phospholipase C activity	Biological Process	UMLS:C3546194
GO:1900274	regulation of phospholipase C activity	Biological Process	UMLS:C3546195
GO:1900274	regulation of phospholipase C activity	Biological Process	UMLS:C3546196
GO:1900274	regulation of phospholipase C activity	Biological Process	UMLS:C3548359
201595	STT3B	Gene	UMLS:C1823139
338339	CLEC4D	Gene	UMLS:C1539095
GO:0010799	regulation of peptidyl-threonine phosphorylation	Biological Process	UMLS:C2612098
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	Biological Process	UMLS:C1155417
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	Biological Process	UMLS:C3546458
DB01438	Phenazopyridine	Compound	UMLS:C0031379
6336	SCN10A	Gene	UMLS:C1419853
C0020162	Humerus fracture	Side Effect	UMLS:C0020162
GO:0002761	regulation of myeloid leukocyte differentiation	Biological Process	UMLS:C1819770
C0079924	Oligohydramnios	Side Effect	UMLS:C0079924
51301	GCNT4	Gene	UMLS:C1825339
151313	FAHD2B	Gene	UMLS:C1825099
699	BUB1	Gene	UMLS:C1332455
GO:0051219	phosphoprotein binding	Molecular Function	UMLS:C1523237
116173	CMTM5	Gene	UMLS:C1426065
C0016436	Folliculitis	Side Effect	UMLS:C0016436
PC7_6807	RNA Polymerase III Abortive And Retractive Initiation	Pathway	PC7_6807
C0080174	Spina bifida occulta	Side Effect	UMLS:C0080174
54165	DCUN1D1	Gene	UMLS:C1824894
GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	Biological Process	UMLS:C0429104
GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	Biological Process	UMLS:C2610430
GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	Biological Process	UMLS:C2610431
GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	Biological Process	UMLS:C3537202
10817	FRS3	Gene	UMLS:C1333579
105372015	LOC105372015	Gene	105372015
83548	COG3	Gene	UMLS:C1425651
79913	ACTR5	Gene	UMLS:C1422827
203238	CCDC171	Gene	UMLS:C1428896
5682	PSMA1	Gene	UMLS:C1419003
PC7_8627	Ubiquitin-dependent degradation of Cyclin D	Pathway	PC7_8627
5966	REL	Gene	UMLS:C0035018
GO:0032212	positive regulation of telomere maintenance via telomerase	Biological Process	UMLS:C1819115
GO:0032212	positive regulation of telomere maintenance via telomerase	Biological Process	UMLS:C2245478
GO:0032212	positive regulation of telomere maintenance via telomerase	Biological Process	UMLS:C2245479
GO:0050750	low-density lipoprotein particle receptor binding	Molecular Function	UMLS:C1323371
GO:1990000	amyloid fibril formation	Biological Process	UMLS:C3544411
GO:1990000	amyloid fibril formation	Biological Process	UMLS:C3544412
C0032460	Polycystic ovaries	Side Effect	UMLS:C0032460
6788	STK3	Gene	UMLS:C1420479
DB01049	Ergoloid mesylate	Compound	UMLS:C0014708
GO:0002314	germinal center B cell differentiation	Biological Process	UMLS:C1817694
GO:0002314	germinal center B cell differentiation	Biological Process	UMLS:C3155098
GO:0097688	glutamate receptor clustering	Biological Process	UMLS:C3893640
GO:2000170	positive regulation of peptidyl-cysteine S-nitrosylation	Biological Process	UMLS:C3157328
GO:0031755	Edg-2 lysophosphatidic acid receptor binding	Molecular Function	UMLS:C1622171
GO:0031755	Edg-2 lysophosphatidic acid receptor binding	Molecular Function	UMLS:C1751437
C0238309	Ischaemic neuropathy	Side Effect	UMLS:C0238309
GO:0005345	purine nucleobase transmembrane transporter activity	Molecular Function	UMLS:C1153640
GO:0002775	antimicrobial peptide production	Biological Process	UMLS:C1819787
GO:0031069	hair follicle morphogenesis	Biological Process	UMLS:C1523544
GO:0033602	negative regulation of dopamine secretion	Biological Process	UMLS:C2247031
GO:0033602	negative regulation of dopamine secretion	Biological Process	UMLS:C2247032
UBERON:0002137	aortic valve	Anatomy	UMLS:C0003501
PC7_3853	FOXA2 and FOXA3 transcription factor networks	Pathway	PC7_3853
11269	DDX19B	Gene	UMLS:C1824903
55697	VAC14	Gene	UMLS:C1540172
GO:0039526	modulation by virus of host apoptotic process	Biological Process	UMLS:C3271881
GO:0051785	positive regulation of nuclear division	Biological Process	UMLS:C1654770
GO:0051785	positive regulation of nuclear division	Biological Process	UMLS:C2259562
GO:0051785	positive regulation of nuclear division	Biological Process	UMLS:C2259563
729920	ISPD	Gene	UMLS:C2829592
440956	IQCF6	Gene	UMLS:C2681619
GO:0060688	regulation of morphogenesis of a branching structure	Biological Process	UMLS:C2752916
4837	NNMT	Gene	UMLS:C1417748
128178	EDARADD	Gene	UMLS:C1422578
GO:2000786	positive regulation of autophagosome assembly	Biological Process	UMLS:C3270414
GO:2000786	positive regulation of autophagosome assembly	Biological Process	UMLS:C3270415
GO:0050920	regulation of chemotaxis	Biological Process	UMLS:C1327548
GO:0046636	negative regulation of alpha-beta T cell activation	Biological Process	UMLS:C1155068
GO:0046636	negative regulation of alpha-beta T cell activation	Biological Process	UMLS:C2250295
C0158775	Spine malformation	Side Effect	UMLS:C0158775
DB00638	Inulin	Compound	UMLS:C0021936
GO:0030017	sarcomere	Cellular Component	UMLS:C0036225
7256	TSHRL3	Gene	UMLS:C1421203
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C1149939
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C1149940
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C1149942
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C1152607
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C1744649
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C1753284
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C1753285
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C1753286
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C3893256
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C3893257
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C4327072
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C4327073
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C4327074
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C4327075
GO:0019888	protein phosphatase regulator activity	Molecular Function	UMLS:C4327076
C0522058	Carbohydrate craving	Side Effect	UMLS:C0522058
GO:0072239	metanephric glomerulus vasculature development	Biological Process	UMLS:C2755030
GO:0072239	metanephric glomerulus vasculature development	Biological Process	UMLS:C2828349
GO:0042113	B cell activation	Biological Process	UMLS:C1155003
9318	COPS2	Gene	UMLS:C1539124
124808	CCDC43	Gene	UMLS:C1824567
PC7_6189	PLK1 signaling events	Pathway	PC7_6189
GO:0071772	response to BMP	Biological Process	UMLS:C3155979
C0855791	Mean cell volume increased	Side Effect	UMLS:C0855791
201627	DENND6A	Gene	UMLS:C1825248
GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	Biological Process	UMLS:C1819955
27319	BHLHE22	Gene	UMLS:C1420841
3990	LIPC	Gene	UMLS:C1416867
135138	PACRG	Gene	UMLS:C1426045
342945	ZSCAN22	Gene	UMLS:C1824084
GO:0016840	carbon-nitrogen lyase activity	Molecular Function	UMLS:C1150887
GO:0016840	carbon-nitrogen lyase activity	Molecular Function	UMLS:C1150907
GO:0031396	regulation of protein ubiquitination	Biological Process	UMLS:C1621469
2313	FLI1	Gene	UMLS:C0808900
256710	GLIPR1L1	Gene	UMLS:C1825368
C0877517	Blood phosphorus decreased	Side Effect	UMLS:C0877517
GO:0031346	positive regulation of cell projection organization	Biological Process	UMLS:C1622591
GO:0031346	positive regulation of cell projection organization	Biological Process	UMLS:C2756058
GO:0031346	positive regulation of cell projection organization	Biological Process	UMLS:C2756060
WP554_r84372	ACE Inhibitor Pathway	Pathway	WP554_r84372
5305	PIP4K2A	Gene	UMLS:C1335219
